asset_id,A001,A002,A003,A004,A005,A006,A007,A008,A009,A010,A011,A012,A013,A014,A015,A016,A017,A018,A019,A020,A021,A022,A023,A024,A025,A026,A027,A028,A029,A030,A031,A032,A033,A034,A035,A036,A037,A038,A039,A040,A041,A042,A043,A044,A045,A046,A047,A048,A049,A050
A001,1,0.09344172514,0.0989352944,0.07818633405,0.5945344471,0.08867115959,0.1806302219,0.603178872,0.0520986237,0.1084146751,0.06927682206,0.5052024926,0.1066281426,0.1502460234,0.158844077,0.3349766768,0.1357367733,0.07426427501,0.1614303965,0.03666612276,0.08990366653,0.1427554241,0.5439216832,0.08339690637,0.4716284398,0.09703336359,0.05819739162,0.006295276908,0.09795048986,0.07934926376,0.08649675776,0.09850361593,0.09920627965,0.1004623562,0.1035390167,0.1143598442,0.09819763968,0.06028231875,0.08629984276,0.128505263,0.1025818194,0.1532029917,0.06637525904,0.07010481846,0.129188724,0.1854212103,0.07392198617,0.03784240555,0.08487897288,0.1041508266
A002,0.09344172514,1,0.6058326791,0.1034338221,0.01705305262,0.07420153831,0.02624761747,0.0815908753,0.09101749801,0.5091509908,0.4884023875,0.03428456492,0.1262614134,0.1291007295,0.386823859,0.1068662766,0.04217452452,0.1403742634,0.039425356,0.1085909542,0.129024748,0.09513535074,0.130840294,0.08080240902,0.1417871388,0.5780176768,0.5861810625,0.5824363768,0.5829396656,0.09407830683,0.1432724072,0.2053765861,0.1481368453,0.120319444,0.04286101549,0.4772044599,0.1590848931,0.03345270192,-0.006540747334,0.09590245117,0.1288972512,0.1017805581,0.6172980794,0.08363774453,0.09484109806,0.6578509043,0.09583640838,0.0169913145,0.03785249408,0.1036585553
A003,0.0989352944,0.6058326791,1,0.1182198144,0.1167248058,0.142852886,0.07576182109,0.1385805322,0.0432875623,0.4428034127,0.5308806419,0.1615777722,0.09349195259,0.1300046224,0.4402267757,0.1444608388,0.06799663033,0.05088965367,0.1268291004,0.08627414001,0.125170583,0.1395228503,0.09993230637,0.1202874103,0.07242009319,0.5463691986,0.5202218283,0.5324020959,0.6061447442,0.05143289922,0.1430886231,0.01502567331,0.1199753982,0.04648118411,0.06507321681,0.4921606872,0.1123136654,0.1732016436,0.1192505925,0.01765742931,0.125887054,0.1091368453,0.4504043863,0.1125202498,0.1427507762,0.6499421579,0.1120943834,0.0744317128,0.1624867909,0.09479555914
A004,0.07818633405,0.1034338221,0.1182198144,1,0.06081366892,0.03905097227,0.1029107487,0.1124805546,0.1166206764,0.1482363391,0.08490401597,0.03871481843,0.1406081793,0.1463981413,0.1147637863,0.08526277223,0.01624542739,0.09432005913,0.4816116732,0.5067054481,0.4747259915,0.08502499065,0.09449381451,0.6800641246,0.1110913383,0.08601969946,0.1294119237,0.07504001262,-0.03448859932,0.5159372883,0.1153209706,0.08792497993,0.02798209115,0.1536239778,0.03597081505,0.1264764753,0.07335158897,0.05016154149,0.09868985193,0.6719264704,0.5828587004,0.09424677286,0.07315333003,0.1483882841,0.1788825094,0.05206294486,0.03422429445,0.07058371982,0.5650765295,0.5341588153
A005,0.5945344471,0.01705305262,0.1167248058,0.06081366892,1,0.06994376461,0.02741797821,0.607513523,0.05437150582,0.001265254462,0.02952251098,0.6704899178,0.07720320873,0.1075641638,0.01433280578,0.5606157684,0.1477628178,0.1310733431,0.1072086462,0.09518622261,0.1324008431,0.1347934889,0.3889250288,0.1185296173,0.6775195908,0.1297664611,0.05756758724,0.08039875802,0.09262030894,0.0403337959,0.1222486738,0.04935718134,0.1431715112,0.1087255335,0.1026206763,0.08201023596,0.08980248698,0.1602117552,0.1377139346,0.08190226184,0.09892142971,0.0786249928,0.01551585379,0.1363191788,0.07177957363,0.10673645,0.04746506315,0.0883439126,0.1262918508,0.06337132678
A006,0.08867115959,0.07420153831,0.142852886,0.03905097227,0.06994376461,1,0.1314307037,0.1362380773,0.5560184971,-0.01663168346,0.0918828434,0.1263407879,0.5495106913,0.1611024359,0.1016004327,0.04358014216,0.04608616439,0.03340383681,0.1912563756,0.09884621962,0.1236363738,0.2044926842,0.08237685607,0.08152604955,0.09201394363,0.05390883335,0.07137722544,0.1400432783,0.07982529009,0.06112204023,0.1020065718,0.5862059451,0.5781122361,0.611272817,0.5527443921,0.0561427644,0.5591630794,0.1758858387,0.1127059148,0.06222772238,0.1441933812,0.2193064335,0.1530460028,0.4896600051,0.1689277587,0.1093065161,0.6863588698,0.1121228779,0.060571333,0.1136773675
A007,0.1806302219,0.02624761747,0.07576182109,0.1029107487,0.02741797821,0.1314307037,1,0.1531387277,0.08703787856,0.03754670524,0.0801543086,0.100839244,0.08410585618,0.1115138861,-0.01749532773,0.1391158207,0.1380571369,0.04184310716,0.1402608589,0.1131559397,0.07223499448,0.09477300337,0.1177858265,0.07625258676,-0.04340456964,0.06949758187,0.04457312316,0.04858004904,0.09079472699,0.1110860619,0.1103041929,0.1312741436,0.1083592776,0.1077342258,0.1268622274,0.1233495231,0.1562838543,0.138885268,0.7190611784,0.1072009473,0.08418647776,0.02150343064,0.01384767313,0.0456824716,0.1098561448,0.05603970187,0.2003773705,0.5277441997,0.0693932318,0.1131484423
A008,0.603178872,0.0815908753,0.1385805322,0.1124805546,0.607513523,0.1362380773,0.1531387277,1,0.09089572408,0.136012002,0.06627448409,0.7835837469,0.06182378642,0.03856941128,0.1163225333,0.5187785948,0.08453158726,0.030501944,0.0757791025,0.05946905145,0.1004041083,0.1776435499,0.7391078181,0.05506047597,0.4616130156,0.1531007879,0.08872219408,0.04498963456,0.05693866073,0.03606676661,0.09781611199,0.1182808668,0.05391694059,0.1631622087,0.08618516007,0.0899379882,0.1297095727,0.07589400986,0.09586664993,0.1343047019,0.03488647909,0.06438933569,0.08015791551,0.08208482561,0.1604382286,0.1468137336,0.08676158971,0.1099874784,0.1845690798,0.1791202268
A009,0.0520986237,0.09101749801,0.0432875623,0.1166206764,0.05437150582,0.5560184971,0.08703787856,0.09089572408,1,0.09943371596,0.1085185252,0.1290938887,0.8082243386,0.08771289757,0.1151541337,-0.00585890827,0.09565743754,0.1472654589,0.07488089973,0.1613491194,0.04973467531,0.1543330951,0.08408587445,0.1055121413,0.0610040387,0.02542199636,0.08359444063,0.05979548278,0.09239922169,0.06516112584,0.06352087006,0.3901112126,0.547760275,0.5773135407,0.7212153197,0.1336812504,0.4760318961,0.141150394,0.06366231969,0.1080580476,0.1035995311,0.09306367405,0.08965965224,0.6092552738,0.0306488314,0.1555985614,0.6748311499,0.07927207456,0.1105918659,0.04528043156
A010,0.1084146751,0.5091509908,0.4428034127,0.1482363391,0.001265254462,-0.01663168346,0.03754670524,0.136012002,0.09943371596,1,0.6517370516,0.1023309189,0.08082194037,0.104619773,0.5987373142,0.1135916383,0.0737089419,0.04989750557,0.1338255412,0.1100583209,0.0622306671,0.0371515012,0.1418004834,0.1218131128,0.01021458979,0.6045277125,0.6397817025,0.511437696,0.5245859125,0.1552064843,0.1067372964,0.1029498019,0.2024439038,0.1687902962,0.1350679651,0.6744698297,0.09894003134,0.05395752142,0.1257629298,0.05367132506,0.06687318429,0.02842432361,0.6755088939,0.06641528242,0.1187549127,0.6174565531,0.147664396,0.09485978294,0.141835966,0.148759341
